artist,song
אריק איינשטיין,כי שיכור אני
אריק איינשטיין,כיפה אדומה
אריק איינשטיין,ככה נפרדים
אריק איינשטיין,כל הטוב שבעולם
אריק איינשטיין,כל השבוע לך
אריק איינשטיין,כמה חם
אריק איינשטיין,כמה טוב
אריק איינשטיין,כמה טוב שבאת הביתה
אריק איינשטיין,כמה משעמם פה בשכונה
אריק איינשטיין,כמה שרציתי כלב
אריק איינשטיין,כשאור דולק בחלונך
אריק איינשטיין,כשאת בוכה את לא יפה
אריק איינשטיין,כשנופל כוכב
אריק איינשטיין,כשתחזור
אריק איינשטיין,כתבו עליו בעיתון
אריק איינשטיין,כתר של זהב
אריק איינשטיין,לא היה מה שהיה
אריק איינשטיין,לא עוזר
אריק איינשטיין,לא עומד בקצב
אריק איינשטיין,לא פעם בקיץ
אריק איינשטיין,לאן פרחו הפרפרים
אריק איינשטיין,לבדנו כביכול
אריק איינשטיין,לבכות לך
אריק איינשטיין,להיות קרוב
אריק איינשטיין,לולו
אריק איינשטיין,לטפטף טיפה
אריק איינשטיין,לי ולך
אריק איינשטיין,ליאו הטוב
אריק איינשטיין,ליל סתיו
אריק איינשטיין,לילה
אריק איינשטיין,לילה לילה
אריק איינשטיין,לילה של כוכבים קרובים
אריק איינשטיין,ליפא העגלון
אריק איינשטיין,לכל זמן
אריק איינשטיין,למה לי לקחת ללב
אריק איינשטיין,למנוחה לנחלה
אריק איינשטיין,"לפני ע""ד שנים"
אריק איינשטיין,לפעמים
אריק איינשטיין,לפעמים קורה לי
אריק איינשטיין,לשרוק בחושך
אריק איינשטיין,מאחורי השער
אריק איינשטיין,מאיה
אריק איינשטיין,מבלי להפריע
אריק איינשטיין,מדוע הילד צחק בחלום
אריק איינשטיין,מה אומרות עינייך
אריק איינשטיין,מה איתי
אריק איינשטיין,מה אתה עושה כשאתה קם בבוקר
אריק איינשטיין,מה עושות האיילות
אריק איינשטיין,מה פה הולך
אריק איינשטיין,מה שהיה היה
אריק איינשטיין,מה שיותר עמוק יותר כחול
אריק איינשטיין,מוזר
אריק איינשטיין,מזכרת
אריק איינשטיין,מזל
אריק איינשטיין,מי שחלם
אריק איינשטיין,מיליון 
אריק איינשטיין,מילים מילים
אריק איינשטיין,מיס בננה
אריק איינשטיין,מכבי הישן
אריק איינשטיין,מכופף הבננות
אריק איינשטיין,מנסה לראות את הדברים הטובים
אריק איינשטיין,מעבדות לחירות
אריק איינשטיין,מפתח מזהב
אריק איינשטיין,מרחף בחלל
אריק איינשטיין,מרים
אריק איינשטיין,משהו טוב
אריק איינשטיין,משעמם
אריק איינשטיין,משקפיים ורודות
אריק איינשטיין,נגמרו לי המילים
אריק איינשטיין,נודניק
אריק איינשטיין,נומי נומי
אריק איינשטיין,נותרו שנים ספורות
אריק איינשטיין,סדום ועמורה
אריק איינשטיין,סוס עץ
אריק איינשטיין,סיום
אריק איינשטיין,סיפור מותם של עלמה ועלם
אריק איינשטיין,סן פרנסיסקו
אריק איינשטיין,סע לאט
אריק איינשטיין,סע לאט ב'
אריק איינשטיין,סתיו יהודי
אריק איינשטיין,עוד יהיה
אריק איינשטיין,עוד נפגש
אריק איינשטיין,עוף גוזל
אריק איינשטיין,עטור מצחך
אריק איינשטיין,עטור מצחך זהב שחור
אריק איינשטיין,עין גדי
אריק איינשטיין,עיניים גדולות
אריק איינשטיין,עיר לבנה
אריק איינשטיין,עיתונאי קטן
אריק איינשטיין,עכשיו התור לאהבה
אריק איינשטיין,על גבול האור
אריק איינשטיין,על גבעות שיך אברק
אריק איינשטיין,על חוט השערה
אריק איינשטיין,על מי את חולמת עכשיו נעמי
אריק איינשטיין,עלי גבעה
אריק איינשטיין,עץ הלימון
אריק איינשטיין,ערב מול הגלעד
אריק איינשטיין,ערב שישי
אריק איינשטיין,ערב של שושנים
אריק איינשטיין,פגישה לאין קץ
אריק איינשטיין,פה אצלנו
אריק איינשטיין,פוליטיקה
אריק איינשטיין,פזמון ליקינטון
אריק איינשטיין,פנים טובות בתוך החשיכה
אריק איינשטיין,פסק זמן
אריק איינשטיין,פראג
אריק איינשטיין,פרח הלילך
אריק איינשטיין,פרידה קצרה
אריק איינשטיין,פרידת מלח
אריק איינשטיין,פרת משה רבנו
אריק איינשטיין,פשוט אומר לך
אריק איינשטיין,פתאום בלעדיו
אריק איינשטיין,צא מזה
אריק איינשטיין,צליל מכוון
אריק איינשטיין,צער לך
אריק איינשטיין,צריך ללמוד עם זה לחיות
אריק איינשטיין,קח לך אישה
אריק איינשטיין,קח לך אישה ובנה לה בית
אריק איינשטיין,קילפתי תפוז
אריק איינשטיין,קפה טורקי
אריק איינשטיין,קשה לכתוב דמעות
אריק איינשטיין,רגע לפני
אריק איינשטיין,רוח סתיו
אריק איינשטיין,רוח רוח
אריק איינשטיין,רועה עצוב
אריק איינשטיין,רוקד את הטנגו לבד
אריק איינשטיין,רותי
אריק איינשטיין,רחוק רחוק מכאן
אריק איינשטיין,ריסים
אריק איינשטיין,רק איתך
אריק איינשטיין,שביר
אריק איינשטיין,שבלול
אריק איינשטיין,שבת בבוקר
אריק איינשטיין,שבת המלכה
אריק איינשטיין,שדות זרים
אריק איינשטיין,שוב 
אריק איינשטיין,שוב אותו העצב
אריק איינשטיין,שולמית
אריק איינשטיין,שותפים
אריק איינשטיין,שחורה שלי
אריק איינשטיין,שחפים
אריק איינשטיין,שחק אותה
אריק איינשטיין,שחר אפור
אריק איינשטיין,שי לשי
אריק איינשטיין,שיחות דיפלומטיות
אריק איינשטיין,שיר אהבה חיילי
אריק איינשטיין,שיר אהבה סטנדרטי
אריק איינשטיין,שיר בנאלי
אריק איינשטיין,שיר העמק
אריק איינשטיין,שיר השיירה
אריק איינשטיין,שיר מספר שמונה
אריק איינשטיין,שיר ערש
אריק איינשטיין,שיר ערש נגבי
אריק איינשטיין,שיר של אחרי מלחמה
אריק איינשטיין,שיר של רנדי ניומן
אריק איינשטיין,שירי סוף הדרך
אריק איינשטיין,שכשנבוא
אריק איינשטיין,שלא יגמר
אריק איינשטיין,שלום חבר
אריק איינשטיין,שלוש ארבע לעבודה
אריק איינשטיין,שלכת בלב
אריק איינשטיין,שמש רטובה
אריק איינשטיין,שני שושנים
אריק איינשטיין,שתי גיטרות בס תופים
אריק איינשטיין,שתי יונים יונים
אריק איינשטיין,תאמר אהיה רב
אריק איינשטיין,תודה אנשים טובים
אריק איינשטיין,תוף בודד
אריק איינשטיין,תוצרת הארץ
אריק איינשטיין,תכול המטפחת
אריק איינשטיין,תל אביב גדות הירקון 1950
אריק איינשטיין,תל אביב גדות הירקון 1983
אריק איינשטיין,תן חיוך
אריק איינשטיין,תנין זקן
אריק איינשטיין,תרזה יפה
אריק איינשטיין,תרנגולת כחולה
אריק לביא,When You Come To Mountain Nablos
אריק לביא,אולי הייתי פעם מלך
אריק לביא,אורח של הזמן הבורח
אריק לביא,אורחת גמלים
אריק לביא,אילן
אריק לביא,איפה הפרחים כולם
אריק לביא,אל הגבים
אריק לביא,אלטע זאכן
אריק לביא,אם נדע לאהוב
אריק לביא,אנחנו מאותו הכפר
אריק לביא,אני אשיר לך שיר
אריק לביא,אני לא נביא
אריק לביא,אני מאמין
אריק לביא,אני סמבה
אריק לביא,אנקש
אריק לביא,אשתי הקטנה
אריק לביא,את חכי לי ואחזור
אריק לביא,בבוכרה היפה
אריק לביא,בבוסתנים
אריק לביא,בגלל מסמר
אריק לביא,בדרכי שלי
אריק לביא,בואי אלי מצל אילן
אריק לביא,בוקר טוב
אריק לביא,בוקרי לכיש
אריק לביא,בחזית שכונת התקווה
אריק לביא,בין כפר ברוך לכפר יהושע
אריק לביא,בלאש תיבוסני
אריק לביא,בלדה לעליזה מזרחי
אריק לביא,במקום שיר ערש
אריק לביא,בפינה ברחוב פרישמן
אריק לביא,בצהרי היום
אריק לביא,בקבוק של בירה
אריק לביא,ברגע שנעצת בי את עינייך הכחולות
אריק לביא,ג'זבל
אריק לביא,"גיל נסע לחו""ל"
אריק לביא,גרנדה
אריק לביא,דוד ויהונתן
אריק לביא,דודו
אריק לביא,דווקא היום חיפשתי רחובות ריקים
אריק לביא,דחילק מוטקה
אריק לביא,די לקטר ולילל
אריק לביא,האביר
אריק לביא,הדודה מחדרה
אריק לביא,הורה נהלל
אריק לביא,הזר המקנא לחן רעייתו
אריק לביא,החגיגה נגמרת
אריק לביא,היה או לא היה
אריק לביא,הליכה לקיסריה
אריק לביא,הלילה הזה
אריק לביא,המהנדס
אריק לביא,המונית הצהובה
אריק לביא,הננס בעל הצל
אריק לביא,הסלע האדום
אריק לביא,הפלמחניק מחפש את המחר
אריק לביא,הקטר
אריק לביא,השחרור
אריק לביא,השריונים יצאו
אריק לביא,התארגנות
אריק לביא,ואולי
אריק לביא,זה קורה
אריק לביא,זמר 
אריק לביא,חוף
אריק לביא,חידתיות
אריק לביא,חמסין
אריק לביא,יד ענוגה
אריק לביא,ידעתי שתהיי כאן
אריק לביא,יהושע
אריק לביא,יונה הנביא
אריק לביא,יצחק חיים בוגדנוב
אריק לביא,ירח
אריק לביא,יש לי כנרת
אריק לביא,יש שם מישהו
אריק לביא,כוכבים בחלונך הלילה
אריק לביא,כיבוי אורות
אריק לביא,כיפאק היי
אריק לביא,כל החלומות
